,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
323,2.0,0.122,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.453
324,2.0,0.157,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.486
325,2.0,0.07,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.439
326,16.0,0.006,NPR,"year, also, could, may, new, many, one, business, system, use",0.436
327,4.0,0.129,NPR,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.401
328,2.0,0.105,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.365
329,14.0,0.127,NPR,"student, school, university, college, education, high_school, class, child, teacher, black",0.422
330,12.0,-0.003,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.369
331,16.0,0.119,NPR,"year, also, could, may, new, many, one, business, system, use",0.317
332,16.0,0.119,NPR,"year, also, could, may, new, many, one, business, system, use",0.444
333,16.0,0.127,NPR,"year, also, could, may, new, many, one, business, system, use",0.465
334,2.0,0.06,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.495
335,10.0,-0.023,NPR,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.29
336,11.0,0.089,NPR,"said, police, killed, according, told, war, people, family, prison, two",0.37
337,3.0,0.079,NPR,"nh, patient, hospital, cuba, service, bill, communist, cuban, health, visiting",0.463
338,16.0,0.029,NPR,"year, also, could, may, new, many, one, business, system, use",0.356
339,21.0,0.005,NPR,"said, health, study, research, food, fda, science, drug, found, treatment",0.418
340,5.0,0.136,NPR,"year, city, say, home, people, one, time, day, two, many",0.454
341,16.0,0.004,NPR,"year, also, could, may, new, many, one, business, system, use",0.403
342,22.0,0.056,NPR,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.353
343,4.0,0.052,NPR,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.417
344,12.0,0.065,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.416
345,16.0,-0.009,NPR,"year, also, could, may, new, many, one, business, system, use",0.409
346,19.0,0.114,NPR,"show, one, story, like, time, life, first, book, world, new",0.379
347,19.0,0.143,NPR,"show, one, story, like, time, life, first, book, world, new",0.438
348,17.0,0.22,NPR,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.481
349,10.0,0.228,NPR,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.433
350,1.0,0.096,NPR,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.416
351,12.0,-0.049,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.327
352,22.0,0.1,NPR,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.43
353,16.0,0.08,NPR,"year, also, could, may, new, many, one, business, system, use",0.399
354,11.0,-0.195,NPR,"said, police, killed, according, told, war, people, family, prison, two",0.29
355,2.0,-0.045,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.374
356,2.0,0.06,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.48
357,2.0,0.211,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.41
358,2.0,0.098,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.539
359,16.0,0.108,NPR,"year, also, could, may, new, many, one, business, system, use",0.376
360,10.0,0.032,NPR,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.287
361,2.0,0.076,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.335
362,2.0,-0.015,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.352
363,2.0,0.051,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.45
364,2.0,0.103,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.345
365,16.0,0.057,NPR,"year, also, could, may, new, many, one, business, system, use",0.47
366,12.0,0.045,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.235
367,1.0,0.095,NPR,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.432
368,16.0,0.13,NPR,"year, also, could, may, new, many, one, business, system, use",0.467
369,2.0,0.043,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.488
370,15.0,0.096,NPR,"game, team, player, first, win, season, year, sport, final, woman",0.365
371,2.0,0.025,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.342
372,20.0,0.287,NPR,"queen, club, white, sherpa, virginia_beach, performance, red, night, taylor, jackson",0.566
373,2.0,0.078,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.484
374,2.0,0.081,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.326
375,7.0,0.137,NPR,"car, india, vehicle, driver, electric, lightning, indian, climber, company, industry",0.442
376,10.0,0.076,NPR,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.381
377,21.0,0.15,NPR,"said, health, study, research, food, fda, science, drug, found, treatment",0.476
378,2.0,0.047,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.386
379,16.0,0.007,NPR,"year, also, could, may, new, many, one, business, system, use",0.336
380,5.0,0.144,NPR,"year, city, say, home, people, one, time, day, two, many",0.365
381,19.0,0.137,NPR,"show, one, story, like, time, life, first, book, world, new",0.483
382,4.0,0.117,NPR,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.469
383,2.0,0.084,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.62
384,16.0,0.056,NPR,"year, also, could, may, new, many, one, business, system, use",0.437
385,16.0,0.26,NPR,"year, also, could, may, new, many, one, business, system, use",0.472
386,16.0,0.257,NPR,"year, also, could, may, new, many, one, business, system, use",0.542
387,21.0,0.021,NPR,"said, health, study, research, food, fda, science, drug, found, treatment",0.488
388,5.0,0.114,NPR,"year, city, say, home, people, one, time, day, two, many",0.414
389,19.0,0.132,NPR,"show, one, story, like, time, life, first, book, world, new",0.389
390,2.0,0.072,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.451
391,2.0,0.119,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.424
392,2.0,0.111,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.347
393,2.0,0.094,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.416
394,12.0,0.088,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.418
395,2.0,0.047,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.478
396,16.0,0.108,NPR,"year, also, could, may, new, many, one, business, system, use",0.417
397,12.0,0.082,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.368
398,12.0,0.173,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.475
399,12.0,0.043,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.371
400,21.0,0.137,NPR,"said, health, study, research, food, fda, science, drug, found, treatment",0.412
401,10.0,0.082,NPR,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.508
402,17.0,0.085,NPR,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.39
403,12.0,0.106,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.458
404,12.0,0.027,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.405
405,12.0,0.126,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.463
406,19.0,-0.047,NPR,"show, one, story, like, time, life, first, book, world, new",0.481
407,2.0,0.077,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.341
408,11.0,-0.07,NPR,"said, police, killed, according, told, war, people, family, prison, two",0.382
409,2.0,0.166,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.46
410,19.0,-0.055,NPR,"show, one, story, like, time, life, first, book, world, new",0.328
411,16.0,0.082,NPR,"year, also, could, may, new, many, one, business, system, use",0.367
412,2.0,0.194,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.447
413,5.0,0.06,NPR,"year, city, say, home, people, one, time, day, two, many",0.423
414,12.0,0.15,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.347
415,17.0,0.158,NPR,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.416
416,19.0,0.205,NPR,"show, one, story, like, time, life, first, book, world, new",0.38
417,10.0,0.079,NPR,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.401
418,16.0,-0.008,NPR,"year, also, could, may, new, many, one, business, system, use",0.439
419,5.0,0.018,NPR,"year, city, say, home, people, one, time, day, two, many",0.52
420,2.0,0.025,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.36
421,5.0,0.042,NPR,"year, city, say, home, people, one, time, day, two, many",0.391
422,2.0,0.045,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.402
423,12.0,-0.003,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.366
424,5.0,0.135,NPR,"year, city, say, home, people, one, time, day, two, many",0.439
425,12.0,0.15,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.374
426,5.0,-0.028,NPR,"year, city, say, home, people, one, time, day, two, many",0.459
427,16.0,0.097,NPR,"year, also, could, may, new, many, one, business, system, use",0.384
428,19.0,0.144,NPR,"show, one, story, like, time, life, first, book, world, new",0.461
429,1.0,0.093,NPR,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.447
430,17.0,0.033,NPR,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.414
431,2.0,0.099,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.368
432,2.0,0.113,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.433
433,2.0,0.077,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.574
434,5.0,0.101,NPR,"year, city, say, home, people, one, time, day, two, many",0.439
435,10.0,0.012,NPR,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.299
436,16.0,0.06,NPR,"year, also, could, may, new, many, one, business, system, use",0.462
437,8.0,0.051,NPR,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.512
438,19.0,0.047,NPR,"show, one, story, like, time, life, first, book, world, new",0.442
439,17.0,0.122,NPR,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.402
440,19.0,0.166,NPR,"show, one, story, like, time, life, first, book, world, new",0.524
441,19.0,0.066,NPR,"show, one, story, like, time, life, first, book, world, new",0.409
442,2.0,0.122,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.351
443,19.0,0.177,NPR,"show, one, story, like, time, life, first, book, world, new",0.459
444,19.0,0.099,NPR,"show, one, story, like, time, life, first, book, world, new",0.484
445,12.0,-0.018,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.399
446,12.0,0.028,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.329
447,12.0,0.152,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.459
448,11.0,-0.009,NPR,"said, police, killed, according, told, war, people, family, prison, two",0.384
449,17.0,0.152,NPR,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.425
450,12.0,0.055,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.301
451,6.0,0.121,NPR,"parson, card, nader, hide_caption_photo_wonder, ice, restaurant, gas, hail, simpson, new_orleans",0.378
452,2.0,0.173,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.455
453,12.0,0.046,NPR,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.427
454,8.0,0.109,NPR,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.362
455,8.0,0.068,NPR,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.382
456,8.0,0.043,NPR,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.383
457,8.0,0.091,NPR,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.372
458,1.0,0.114,NPR,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.47
459,19.0,0.016,NPR,"show, one, story, like, time, life, first, book, world, new",0.538
460,21.0,0.095,NPR,"said, health, study, research, food, fda, science, drug, found, treatment",0.473
461,6.0,0.171,NPR,"parson, card, nader, hide_caption_photo_wonder, ice, restaurant, gas, hail, simpson, new_orleans",0.464
462,1.0,0.12,NPR,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.454
463,19.0,0.132,NPR,"show, one, story, like, time, life, first, book, world, new",0.461
464,21.0,0.149,NPR,"said, health, study, research, food, fda, science, drug, found, treatment",0.492
465,16.0,0.051,NPR,"year, also, could, may, new, many, one, business, system, use",0.356
466,19.0,0.14,NPR,"show, one, story, like, time, life, first, book, world, new",0.481
467,1.0,0.107,NPR,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.513
468,2.0,0.151,NPR,"said, n’t, would, say, like, people, one, get, time, know",0.446
469,1.0,0.165,NPR,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.403
